#group,false,false,true,true,false,false,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,double,string,string
#default,last,,,,,,,
,result,table,_start,_stop,_time,_value,_field,_measurement
,,0,2023-08-04T03:45:05.464937Z,2023-08-04T04:45:05.464937Z,2023-08-04T04:23:16.055479959Z,391,x,positionData
,,0,2023-08-04T03:45:05.464937Z,2023-08-04T04:45:05.464937Z,2023-08-04T04:23:17.322482418Z,360,x,positionData
,,0,2023-08-04T03:45:05.464937Z,2023-08-04T04:45:05.464937Z,2023-08-04T04:23:18.261004501Z,387,x,positionData
,,0,2023-08-04T03:45:05.464937Z,2023-08-04T04:45:05.464937Z,2023-08-04T04:23:19.359402126Z,377,x,positionData
,,0,2023-08-04T03:45:05.464937Z,2023-08-04T04:45:05.464937Z,2023-08-04T04:23:20.073636876Z,93,x,positionData
,,0,2023-08-04T03:45:05.464937Z,2023-08-04T04:45:05.464937Z,2023-08-04T04:23:21.185366751Z,414,x,positionData
,,0,2023-08-04T03:45:05.464937Z,2023-08-04T04:45:05.464937Z,2023-08-04T04:23:22.066439626Z,428,x,positionData
,,0,2023-08-04T03:45:05.464937Z,2023-08-04T04:45:05.464937Z,2023-08-04T04:23:23.063935334Z,431,x,positionData
,,0,2023-08-04T03:45:05.464937Z,2023-08-04T04:45:05.464937Z,2023-08-04T04:23:24.153548376Z,407,x,positionData
,,0,2023-08-04T03:45:05.464937Z,2023-08-04T04:45:05.464937Z,2023-08-04T04:23:25.189776918Z,404,x,positionData
,,0,2023-08-04T03:45:05.464937Z,2023-08-04T04:45:05.464937Z,2023-08-04T04:23:26.109539459Z,385,x,positionData
,,0,2023-08-04T03:45:05.464937Z,2023-08-04T04:45:05.464937Z,2023-08-04T04:23:27.139125709Z,372,x,positionData
,,0,2023-08-04T03:45:05.464937Z,2023-08-04T04:45:05.464937Z,2023-08-04T04:23:28.340676751Z,393,x,positionData
,,0,2023-08-04T03:45:05.464937Z,2023-08-04T04:45:05.464937Z,2023-08-04T04:23:29.079653543Z,392,x,positionData
,,0,2023-08-04T03:45:05.464937Z,2023-08-04T04:45:05.464937Z,2023-08-04T04:23:30.735212834Z,400,x,positionData
,,0,2023-08-04T03:45:05.464937Z,2023-08-04T04:45:05.464937Z,2023-08-04T04:23:31.045398876Z,380,x,positionData
,,0,2023-08-04T03:45:05.464937Z,2023-08-04T04:45:05.464937Z,2023-08-04T04:23:32.102073459Z,391,x,positionData
,,0,2023-08-04T03:45:05.464937Z,2023-08-04T04:45:05.464937Z,2023-08-04T04:23:33.144185334Z,391,x,positionData
,,0,2023-08-04T03:45:05.464937Z,2023-08-04T04:45:05.464937Z,2023-08-04T04:23:34.053175293Z,382,x,positionData
,,0,2023-08-04T03:45:05.464937Z,2023-08-04T04:45:05.464937Z,2023-08-04T04:23:35.110163418Z,394,x,positionData
,,0,2023-08-04T03:45:05.464937Z,2023-08-04T04:45:05.464937Z,2023-08-04T04:23:36.247319043Z,372,x,positionData
,,0,2023-08-04T03:45:05.464937Z,2023-08-04T04:45:05.464937Z,2023-08-04T04:23:37.146447584Z,386,x,positionData
,,0,2023-08-04T03:45:05.464937Z,2023-08-04T04:45:05.464937Z,2023-08-04T04:23:38.095663709Z,378,x,positionData
,,0,2023-08-04T03:45:05.464937Z,2023-08-04T04:45:05.464937Z,2023-08-04T04:23:43.788431751Z,375,x,positionData
,,0,2023-08-04T03:45:05.464937Z,2023-08-04T04:45:05.464937Z,2023-08-04T04:23:44.851413793Z,372,x,positionData
,,0,2023-08-04T03:45:05.464937Z,2023-08-04T04:45:05.464937Z,2023-08-04T04:23:45.825906168Z,369,x,positionData
,,0,2023-08-04T03:45:05.464937Z,2023-08-04T04:45:05.464937Z,2023-08-04T04:23:46.999859584Z,366,x,positionData
,,0,2023-08-04T03:45:05.464937Z,2023-08-04T04:45:05.464937Z,2023-08-04T04:23:47.881749418Z,363,x,positionData
,,0,2023-08-04T03:45:05.464937Z,2023-08-04T04:45:05.464937Z,2023-08-04T04:23:49.046155918Z,360,x,positionData
,,0,2023-08-04T03:45:05.464937Z,2023-08-04T04:45:05.464937Z,2023-08-04T04:23:49.947035501Z,357,x,positionData
,,0,2023-08-04T03:45:05.464937Z,2023-08-04T04:45:05.464937Z,2023-08-04T04:23:50.887763043Z,479,x,positionData
,,0,2023-08-04T03:45:05.464937Z,2023-08-04T04:45:05.464937Z,2023-08-04T04:23:52.219788459Z,369,x,positionData
,,0,2023-08-04T03:45:05.464937Z,2023-08-04T04:45:05.464937Z,2023-08-04T04:23:52.832936126Z,355,x,positionData
,,0,2023-08-04T03:45:05.464937Z,2023-08-04T04:45:05.464937Z,2023-08-04T04:23:53.837573543Z,370,x,positionData
,,0,2023-08-04T03:45:05.464937Z,2023-08-04T04:45:05.464937Z,2023-08-04T04:23:54.851114793Z,380,x,positionData
,,0,2023-08-04T03:45:05.464937Z,2023-08-04T04:45:05.464937Z,2023-08-04T04:23:55.905258126Z,378,x,positionData
,,0,2023-08-04T03:45:05.464937Z,2023-08-04T04:45:05.464937Z,2023-08-04T04:23:56.930853918Z,378,x,positionData
,,0,2023-08-04T03:45:05.464937Z,2023-08-04T04:45:05.464937Z,2023-08-04T04:23:57.823339793Z,378,x,positionData
,,0,2023-08-04T03:45:05.464937Z,2023-08-04T04:45:05.464937Z,2023-08-04T04:23:58.980842543Z,370,x,positionData
,,0,2023-08-04T03:45:05.464937Z,2023-08-04T04:45:05.464937Z,2023-08-04T04:23:59.988937459Z,363,x,positionData
,,0,2023-08-04T03:45:05.464937Z,2023-08-04T04:45:05.464937Z,2023-08-04T04:24:01.052468709Z,358,x,positionData
,,0,2023-08-04T03:45:05.464937Z,2023-08-04T04:45:05.464937Z,2023-08-04T04:24:01.950649376Z,377,x,positionData
,,0,2023-08-04T03:45:05.464937Z,2023-08-04T04:45:05.464937Z,2023-08-04T04:24:02.868750584Z,382,x,positionData
,,0,2023-08-04T03:45:05.464937Z,2023-08-04T04:45:05.464937Z,2023-08-04T04:24:03.887516251Z,363,x,positionData
,,0,2023-08-04T03:45:05.464937Z,2023-08-04T04:45:05.464937Z,2023-08-04T04:24:04.918234084Z,366,x,positionData
,,0,2023-08-04T03:45:05.464937Z,2023-08-04T04:45:05.464937Z,2023-08-04T04:24:05.956423709Z,383,x,positionData
,,0,2023-08-04T03:45:05.464937Z,2023-08-04T04:45:05.464937Z,2023-08-04T04:24:06.927230668Z,380,x,positionData
,,0,2023-08-04T03:45:05.464937Z,2023-08-04T04:45:05.464937Z,2023-08-04T04:24:08.091396876Z,378,x,positionData
,,0,2023-08-04T03:45:05.464937Z,2023-08-04T04:45:05.464937Z,2023-08-04T04:24:08.863742084Z,370,x,positionData
,,0,2023-08-04T03:45:05.464937Z,2023-08-04T04:45:05.464937Z,2023-08-04T04:24:09.891112834Z,372,x,positionData
,,0,2023-08-04T03:45:05.464937Z,2023-08-04T04:45:05.464937Z,2023-08-04T04:24:10.959861251Z,366,x,positionData
,,0,2023-08-04T03:45:05.464937Z,2023-08-04T04:45:05.464937Z,2023-08-04T04:24:11.984052834Z,374,x,positionData
,,0,2023-08-04T03:45:05.464937Z,2023-08-04T04:45:05.464937Z,2023-08-04T04:24:12.904055793Z,367,x,positionData
,,0,2023-08-04T03:45:05.464937Z,2023-08-04T04:45:05.464937Z,2023-08-04T04:24:13.926356834Z,368,x,positionData
,,0,2023-08-04T03:45:05.464937Z,2023-08-04T04:45:05.464937Z,2023-08-04T04:24:14.872364209Z,388,x,positionData
,,0,2023-08-04T03:45:05.464937Z,2023-08-04T04:45:05.464937Z,2023-08-04T04:24:15.881496626Z,412,x,positionData
,,0,2023-08-04T03:45:05.464937Z,2023-08-04T04:45:05.464937Z,2023-08-04T04:24:16.972195251Z,403,x,positionData
,,0,2023-08-04T03:45:05.464937Z,2023-08-04T04:45:05.464937Z,2023-08-04T04:24:18.031483876Z,400,x,positionData
,,0,2023-08-04T03:45:05.464937Z,2023-08-04T04:45:05.464937Z,2023-08-04T04:24:19.020419793Z,407,x,positionData
,,0,2023-08-04T03:45:05.464937Z,2023-08-04T04:45:05.464937Z,2023-08-04T04:24:19.985314751Z,388,x,positionData
,,0,2023-08-04T03:45:05.464937Z,2023-08-04T04:45:05.464937Z,2023-08-04T04:24:20.896348376Z,391,x,positionData
,,0,2023-08-04T03:45:05.464937Z,2023-08-04T04:45:05.464937Z,2023-08-04T04:24:21.909601834Z,384,x,positionData
,,0,2023-08-04T03:45:05.464937Z,2023-08-04T04:45:05.464937Z,2023-08-04T04:24:22.933804709Z,386,x,positionData
,,0,2023-08-04T03:45:05.464937Z,2023-08-04T04:45:05.464937Z,2023-08-04T04:24:24.067946626Z,378,x,positionData
,,0,2023-08-04T03:45:05.464937Z,2023-08-04T04:45:05.464937Z,2023-08-04T04:24:25.100832876Z,389,x,positionData
,,0,2023-08-04T03:45:05.464937Z,2023-08-04T04:45:05.464937Z,2023-08-04T04:24:25.882974751Z,397,x,positionData
